IL%,LCD (Å)-C,PLD (Å)-C,LCD/PLD,Density (g/cm3)-C,Porosity-C,PV (cm3/g)-C,C%-C,H%-C,N%-C,O%-C,Metal%-C,Halogen%-C,Metalloids%-C,Ametal%-C,TDU-C,DU-C,MP-C,OtoM-C,CO2 Qst ,CO2 Uptake (mol/kg)-C-1 bar-Single
1.88,10.09727,6.69079,1.50912971412942,0.630961,0.7475,1.1847,47.1028037383178,28.3177570093458,5.04672897196262,16.0747663551402,2.99065420560748,0.373831775700935,0.0934579439252337,0,353.5,0.701388888888889,0.0634920634920635,5.375,15.9245407994,1.8371563514
5.82,9.0657,6.25208,1.45002943020563,1.01757,0.56038,0.550704,47.1794871794872,32.5641025641026,8.71794871794872,8.2051282051282,2.05128205128205,1.02564102564103,0.256410256410256,0,965,0.655570652173913,0.0434782608695652,4,32.4946566718,3.3732270508
7.05,7.49366,6.97186,1.07484372893317,1.26261,0.47532,0.376459,45.1612903225806,33.2258064516129,8.38709677419355,9.03225806451613,2.58064516129032,1.29032258064516,0.32258064516129,0,709,0.633035714285714,0.0571428571428571,3.5,29.9837950872,1.7363956985
7.28,7.13587,6.97369,1.02325598069315,1.07636,0.52036,0.483443,53.9007092198582,28.0141843971631,3.54609929078014,11.3475177304965,1.41843971631206,1.41843971631206,0.354609929078014,0,901,0.740953947368421,0.0263157894736842,8,26.3104987924,1.4482748214
7.22,9.92745,3.57471,2.77713436894182,1.32922,0.45922,0.345482,33.6769759450172,42.2680412371134,13.0584192439863,0,3.09278350515464,7.56013745704467,0.343642611683849,0,256.5,0.373906705539359,0.0918367346938776,0,23.0567004923,0.6022656322
2.83,9.58074,6.81794,1.40522503864804,0.941865,0.6504,0.690545,50.9554140127389,21.4968152866242,4.14012738853503,17.8343949044586,4.77707006369427,0.636942675159236,0.159235668789809,0,506,0.790625,0.09375,3.73333333333333,24.164099311,3.5941403281
3.45,11.11769,7.9215,1.40348292621347,0.74697,0.67632,0.905418,50.1457725947522,37.1720116618076,1.45772594752187,9.32944606413994,1.16618075801749,0.583090379008746,0.145772594752187,0,434,0.630813953488372,0.0232558139534884,8,23.6255656055,1.6626852483
3.45,11.18026,7.92302,1.41111091477745,0.741822,0.67868,0.914883,50.1457725947522,37.1720116618076,1.45772594752187,9.32944606413994,1.16618075801749,0.583090379008746,0.145772594752187,0,434,0.630813953488372,0.0232558139534884,8,17.2948409756,1.5407367496
3.45,11.20582,7.94365,1.41066386358916,0.736384,0.6818,0.925875,50.1457725947522,37.1720116618076,1.45772594752187,9.32944606413994,1.16618075801749,0.583090379008746,0.145772594752187,0,434,0.630813953488372,0.0232558139534884,8,18.945468941,1.7031238127
3.45,11.2183,7.96317,1.40877313934024,0.733926,0.68098,0.927859,50.1457725947522,37.1720116618076,1.45772594752187,9.32944606413994,1.16618075801749,0.583090379008746,0.145772594752187,0,434,0.630813953488372,0.0232558139534884,8,16.4831285044,1.5810990724
2.85,17.98452,9.34908,1.9236673555045,0.476071,0.83818,1.76062,47.7611940298507,30.8955223880597,0.298507462686567,15.5223880597015,4.77611940298508,0.597014925373134,0.149253731343284,0,217.5,0.6796875,0.1,3.25,12.4837540738,1.1220905773
8.46,7.62992,2.60159,2.9327911008268,1.15183,0.47094,0.408862,46.2585034013605,37.7551020408163,0.680272108843537,12.2448979591837,1.36054421768707,1.36054421768707,0.340136054421769,0,484,0.593137254901961,0.0294117647058824,9,35.1905713615,1.5658799796
8.67,7.58425,2.98356,2.54201356768424,1.12601,0.48548,0.431149,46.8965517241379,38.2758620689655,0.689655172413793,11.0344827586207,1.37931034482759,1.37931034482759,0.344827586206897,0,645,0.592830882352941,0.0294117647058824,8,43.3767427958,2.1063651025
6.26,16.04149,11.46272,1.3994488219201,0.43421,0.8027,1.84865,71.264367816092,5.74712643678161,6.89655172413793,10.727969348659,3.44827586206897,1.53256704980843,0.383141762452107,0,358,0.962365591397849,0.0483870967741935,3.11111111111111,11.6824112732,0.6657956278
12.55,6.20947,2.13447,2.90913903685692,1.44331,0.4378,0.303332,41.4634146341463,38.4146341463415,6.09756097560976,7.31707317073171,2.4390243902439,3.65853658536585,0.609756097560976,0,439,0.537990196078431,0.0588235294117647,3,33.1425260086,0.8998444238
7.3,9.0713,5.14652,1.76260851993192,0.897425,0.62664,0.698264,45.3900709219858,30.8510638297872,4.9645390070922,12.7659574468085,2.83687943262411,2.83687943262411,0.354609929078014,0,508,0.661458333333333,0.0625,4.5,23.7489282316,2.8270409004
2.19,19.91918,9.90505,2.01101256429801,0.426701,0.84528,1.98096,77.2334293948127,2.16138328530259,0.288184438040346,14.985590778098,4.61095100864553,0.576368876080692,0.144092219020173,0,529.5,0.987873134328358,0.0597014925373134,3.25,12.378696139,1.2588441947
3.04,12.81538,7.61417,1.68309612209867,0.866183,0.6555,0.756769,37.0149253731343,35.6716417910448,21.7910447761194,0,4.77611940298508,0.597014925373134,0.149253731343284,0,258,0.520161290322581,0.129032258064516,0,16.8606667774,0.7935235597
1.16,12.7041,7.66091,1.65830169000811,0.914384,0.56358,0.61635,52.2858411007545,38.2157123834887,3.28450954283178,4.79360852197071,1.19840213049268,0.177541056369285,0.0443852640923213,0,1496,0.634974533106961,0.0229202037351443,4,20.406806658,1.1181609183
14.01,7.22845,4.08987,1.76740336489913,0.991513,0.58476,0.589766,38.5542168674699,37.9518072289157,6.02409638554217,12.0481927710843,2.40963855421687,2.40963855421687,0.602409638554217,0,391,0.509114583333333,0.0625,5,32.3236684626,2.1761274402
13.21,9.61051,7.6269,1.26008076675976,0.759842,0.67866,0.89316,37.5757575757576,30.9090909090909,15.7575757575758,10.9090909090909,1.81818181818182,2.42424242424242,0.606060606060606,0,293,0.590725806451613,0.0483870967741935,6,18.6523799194,1.6162852829
2.92,7.93316,7.38007,1.07494373359602,0.957476,0.58766,0.61376,55.1378446115288,33.9598997493734,0.25062656641604,8.02005012531328,2.00501253132832,0.50125313283208,0.12531328320802,0,914.5,0.69280303030303,0.0363636363636364,4,19.7215210514,2.6376169537
0.9,13.82867,6.69871,2.06437806682182,0.62087,0.77772,1.25263,50.2472799208704,25.6676557863501,3.65974282888229,15.4302670623145,4.74777448071217,0.19782393669634,0.0494559841740851,0,757.5,0.745570866141732,0.094488188976378,3.25,14.5713907889,1.5570762522
0.66,14.49918,6.34714,2.28436429636025,0.792948,0.73078,0.921598,35.8847736625514,24.320987654321,29.7119341563786,5.92592592592593,3.95061728395062,0.164609053497942,0.0411522633744856,0,577.5,0.662270642201835,0.110091743119266,1.5,16.3838913552,1.3149295511
3.99,7.6142,7.17997,1.0604779685709,1.32991,0.61362,0.461401,33.1210191082803,25.1592356687898,26.1146496815287,0,6.36942675159236,8.9171974522293,0.318471337579618,0,259,0.622596153846154,0.192307692307692,0,22.1103416315,1.4289510848
1.53,20.61655,7.95615,2.5912721605299,0.831419,0.69976,0.841645,34.3178621659634,48.3122362869198,13.6427566807314,0,3.37552742616034,0.281293952180028,0.070323488045007,0,145.5,0.298155737704918,0.0983606557377049,0,12.4441708232,0.3656000449
1.38,20.68703,7.65391,2.70280549418532,0.958702,0.70352,0.733825,28.5163776493256,19.9421965317919,27.9383429672447,18.4971098265896,4.6242774566474,0.385356454720617,0.0963391136801541,0,193.5,0.653716216216216,0.162162162162162,4,16.9507893181,0.7043804523
5.54,7.96763,4.49021,1.77444484779108,1.04174,0.58954,0.565916,50.2702702702703,30.5405405405405,0.540540540540541,14.0540540540541,3.24324324324324,1.08108108108108,0.27027027027027,0,519,0.69758064516129,0.0645161290322581,4.33333333333333,25.4591563161,3.2536083138
4.91,6.38978,6.06283,1.05392696150148,1.14332,0.5394,0.471784,51.1737089201878,30.2816901408451,0.469483568075117,14.0845070422535,2.8169014084507,0.938967136150235,0.234741784037559,0,615,0.705275229357798,0.055045871559633,5,28.0970284114,2.9031709925
0.62,25.73802,12.0883,2.12916787306735,0.291265,0.87998,3.02123,60.2876797998749,24.484052532833,0.0625390869293308,12.0075046904315,3.00187617260788,0.125078173858662,0.0312695434646654,0,1537.5,0.797458506224066,0.0497925311203319,4,14.1546298896,1.4007961431
12.2,7.25835,7.13417,1.01740636962674,1.06977,0.54532,0.509754,43.3734939759036,23.4939759036145,1.20481927710843,24.0963855421687,4.81927710843374,2.40963855421687,0.602409638554217,0,421,0.730902777777778,0.111111111111111,5,32.29791508,3.129118744
4.52,8.58096,3.97316,2.15973180038055,1.67951,0.40448,0.240832,44.4444444444444,34.0909090909091,11.1111111111111,5.05050505050505,4.04040404040404,1.01010101010101,0.252525252525253,0,869,0.6171875,0.0909090909090909,1.25,25.5814142554,0.2965597686
8.08,9.54986,8.40181,1.13664317569667,0.691881,0.72532,1.04833,47.244094488189,31.1023622047244,0.78740157480315,15.748031496063,3.1496062992126,1.5748031496063,0.393700787401575,0,645,0.671875,0.0666666666666667,5,17.4843165144,1.3359890588
6.39,8.47502,6.8182,1.24299961866768,0.883594,0.63058,0.713654,45.6140350877193,32.4561403508772,7.60233918128655,10.5263157894737,2.33918128654971,1.16959064327485,0.292397660818713,0,604,0.645299145299145,0.0512820512820513,4.5,22.6410097718,2.0999730031
5.71,5.8836,4.4848,1.3118979664645,2.65396,0.47272,0.178119,33.6448598130841,21.9626168224299,0.934579439252336,26.1682242990654,14.9532710280374,1.86915887850467,0.467289719626168,0,777,0.674479166666667,0.444444444444444,1.75,27.0034285282,1.4433260529
4.21,8.17644,6.62352,1.2344553953185,0.979205,0.61996,0.633126,48.5355648535565,29.9163179916318,0.418410041841004,16.7364016736402,3.34728033472803,0.836820083682008,0.209205020920502,0,643,0.692887931034483,0.0689655172413793,5,19.9304302098,2.005000954
7.4,8.33901,4.56954,1.82491235441642,1.36729,0.51664,0.377857,46.6666666666667,32.9166666666667,4.16666666666667,10,3.33333333333333,2.5,0.416666666666667,0,871,0.648065476190476,0.0714285714285714,3,40.9464253893,3.9007562471
4.24,9.50457,4.49906,2.11256795864025,1.19787,0.55818,0.465976,49.0909090909091,31.1363636363636,4.09090909090909,10.9090909090909,2.72727272727273,1.81818181818182,0.227272727272727,0,1181,0.683449074074074,0.0555555555555556,4,26.3237377716,2.3505811635
4.29,9.66574,6.69298,1.44416089693978,0.907211,0.64204,0.707707,45.2991452991453,31.4102564102564,13.2478632478632,5.12820512820513,2.56410256410256,2.13675213675214,0.213675213675214,0,1109,0.653891509433962,0.0566037735849057,2,17.1195626455,0.6631870537
1.21,28.4313,15.94268,1.78334508376258,0.254807,0.89998,3.53201,45.3801169590643,28.9473684210526,11.3450292397661,11.2280701754386,2.80701754385965,0.233918128654971,0.0584795321637427,0,529.5,0.682345360824742,0.0618556701030928,4,9.6471273146,0.8945871593
10.97,12.58481,5.73328,2.19504541902715,0.821303,0.66912,0.814706,46.1538461538462,37.9807692307692,0.961538461538462,9.61538461538462,2.88461538461538,1.92307692307692,0.480769230769231,0,283.5,0.590625,0.0625,3.33333333333333,19.1962049808,1.842157212
3.3,6.64204,6.15644,1.07887675344842,1.77729,0.3931,0.221179,49.8168498168498,37.9120879120879,0.366300366300366,8.79120879120879,2.1978021978022,0.732600732600733,0.183150183150183,0,1012,0.620098039215686,0.0441176470588235,4,28.5658285492,1.1161977801
4.66,15.06076,7.92842,1.89959159580345,0.612833,0.79282,1.2937,43.6781609195402,25,0.574712643678161,22.4137931034483,6.89655172413793,1.14942528735632,0.28735632183908,0,435,0.715460526315789,0.157894736842105,3.25,12.7511242146,0.859462995
3.59,15.0083,7.91806,1.89545166366509,0.610579,0.80094,1.31177,55.8659217877095,4.18994413407821,0.558659217877095,29.0502793296089,8.93854748603352,1.11731843575419,0.279329608938547,0,193.5,0.9675,0.16,3.25,11.360179993,0.7344113172
6.61,9.00136,6.56275,1.37158355872157,0.914794,0.66184,0.723485,34.4370860927152,36.7549668874172,21.8543046357616,0,5.29801324503311,1.32450331125828,0.33112582781457,0,389,0.467548076923077,0.153846153846154,0,21.5427921844,1.8463706782
11.36,8.1361,7.97253,1.02051669921593,0.917156,0.66788,0.728208,46.7532467532467,25.3246753246753,1.2987012987013,20.7792207792208,2.5974025974026,2.5974025974026,0.649350649350649,0,631,0.730324074074074,0.0555555555555556,8,21.9552385263,3.6205363608
1.55,17.08856,6.68763,2.55524901945831,0.742142,0.74184,0.999593,44.2831215970962,18.7840290381125,14.7005444646098,17.4228675136116,4.3557168784029,0.362976406533575,0.0907441016333938,0,385.5,0.789959016393443,0.0983606557377049,4,18.9894853895,2.9356670589
3.5,13.18966,11.41854,1.15510914705383,0.558051,0.76996,1.37973,45.2599388379205,36.5443425076453,2.75229357798165,12.2324159021407,2.44648318042813,0.611620795107034,0.152905198776758,0,707,0.597128378378378,0.0540540540540541,5,14.7061089638,1.3262472759
2.96,14.96176,6.61611,2.26141342873683,0.746638,0.75264,1.00804,44.0528634361233,3.30396475770925,21.5859030837004,22.9074889867841,7.04845814977974,0.881057268722467,0.220264317180617,0,193.5,0.9675,0.16,3.25,13.9556933494,0.9747656293
2.96,14.93888,6.64358,2.2486189674844,0.747501,0.74996,1.00329,44.0528634361233,3.30396475770925,21.5859030837004,22.9074889867841,7.04845814977974,0.881057268722467,0.220264317180617,0,193.5,0.9675,0.16,3.25,13.3939592,0.9635784601
3.59,14.92529,7.97395,1.87175615598292,0.618127,0.8029,1.29892,55.8659217877095,4.18994413407821,0.558659217877095,29.0502793296089,8.93854748603352,1.11731843575419,0.279329608938547,0,193.5,0.9675,0.16,3.25,12.8052930661,0.8524746798
3.59,14.86311,7.83687,1.89656202029637,0.621122,0.80244,1.29192,55.8659217877095,4.18994413407821,0.558659217877095,29.0502793296089,8.93854748603352,1.11731843575419,0.279329608938547,0,193.5,0.9675,0.16,3.25,11.5865736581,0.7959204986
14.45,4.81416,1.93366,2.48966209157763,1.71968,0.39896,0.231996,30.7692307692308,36.1538461538462,16.9230769230769,9.23076923076923,3.07692307692308,3.07692307692308,0.769230769230769,0,265,0.4140625,0.1,3,33.1123408883,0.3924832899
6.56,8.36432,6.01048,1.39162263246862,0.886365,0.60246,0.679697,34.1708542713568,45.9798994974874,4.52261306532663,12.0603015075377,2.01005025125628,1.00502512562814,0.251256281407035,0,268,0.32843137254902,0.0588235294117647,6,20.6709215569,1.4118123562
3.53,10.43233,6.26214,1.66593688419614,1.19753,0.50038,0.417845,40.133779264214,34.6153846153846,4.34782608695652,16.0535117056856,4.0133779264214,0.668896321070234,0.167224080267559,0,1093,0.569270833333333,0.1,4,28.1775135516,1.2711799692
11.22,10.65364,7.12056,1.49618007572438,0.731556,0.7212,0.985844,38.7755102040816,40.3061224489796,9.18367346938776,5.10204081632653,4.08163265306122,2.04081632653061,0.510204081632653,0,329.5,0.48172514619883,0.105263157894737,1.25,23.2833863257,1.9169639774
2.87,9.73318,7.8821,1.23484604356707,1.25599,0.59104,0.470577,30.7971014492754,28.804347826087,13.4057971014493,0,3.26086956521739,20.2898550724638,0.181159420289855,3.26086956521739,182,0.535294117647059,0.105882352941176,0,46.3787008518,5.0013757395
2.87,8.71603,7.84484,1.11105261547718,1.23641,0.5999,0.485195,30.7971014492754,28.804347826087,13.4057971014493,0,3.26086956521739,20.2898550724638,0.181159420289855,3.26086956521739,182,0.535294117647059,0.105882352941176,0,40.9997748431,5.526733528
2.56,10.40678,8.17387,1.27317659811081,1.3676,0.52606,0.38466,33.8935574229692,34.8739495798319,10.3641456582633,0,2.52100840336134,15.6862745098039,0.140056022408964,2.52100840336134,236,0.487603305785124,0.0743801652892562,0,26.5956390519,2.5212602531
3.31,8.9703,6.86873,1.30596194638601,1.38356,0.52288,0.377923,32.9457364341085,30.8139534883721,14.3410852713178,0,3.48837209302326,14.7286821705426,3.68217054263566,0,272.5,0.534313725490196,0.105882352941176,0,40.4369006397,3.7991631062
3.04,12.94916,9.87431,1.31139897370044,0.695357,0.70678,1.01643,43.4540389972145,36.0724233983287,6.4066852367688,11.6991643454039,1.67130919220056,0.557103064066852,0.139275766016713,0,366,0.586538461538462,0.0384615384615385,7,16.5132100726,0.9880680816
4.26,16.11759,10.13893,1.58967366378898,0.682468,0.66752,0.978097,41.6539050535988,46.4012251148545,0.306278713629403,7.35068912710567,1.83767228177642,1.07197549770291,1.37825421133231,0,965,0.443474264705882,0.0441176470588235,4,16.9197429416,1.0178658596
2.82,23.86752,15.77824,1.51268582554201,0.309611,0.87032,2.81101,55.5858310626703,26.0217983651226,0.272479564032698,15.2588555858311,2.17983651226158,0.544959128065395,0.136239782016349,0,313.5,0.768382352941177,0.0392156862745098,7,9.778285346,0.8928089197
5.86,10.6899,6.6139,1.61627783909645,0.483882,0.83914,1.73418,43.9393939393939,19.3181818181818,0.757575757575758,27.2727272727273,6.81818181818182,1.51515151515152,0.378787878787879,0,363,0.782327586206897,0.155172413793103,4,16.9106404885,1.7586518406
2.69,8.61829,7.29155,1.18195582557892,0.609486,0.73494,1.20584,38.2428940568475,32.9457364341085,0.258397932816538,24.8062015503876,3.10077519379845,0.516795865633075,0.129198966408269,0,169.5,0.572635135135135,0.0810810810810811,8,23.4921358063,4.1895811246
10.89,10.01103,5.746,1.74226070309781,1.20341,0.50092,0.41625,33.3333333333333,47.2972972972973,6.30630630630631,5.40540540540541,2.7027027027027,4.5045045045045,0.45045045045045,0,259,0.291666666666667,0.0810810810810811,2,37.5360560162,1.282972829
9.65,10.05322,3.74186,2.68669057634438,1.35692,0.4884,0.359932,33.3333333333333,47.2972972972973,6.30630630630631,5.40540540540541,2.7027027027027,4.5045045045045,0.45045045045045,0,259,0.291666666666667,0.0810810810810811,2,26.0142742129,1.2159943637
10.89,9.98996,3.67016,2.72194127776446,1.19914,0.49956,0.4166,33.3333333333333,47.2972972972973,6.30630630630631,5.40540540540541,2.7027027027027,4.5045045045045,0.45045045045045,0,259,0.291666666666667,0.0810810810810811,2,26.6752217986,1.1220612351
9.65,10.05981,3.7217,2.70301475132332,1.35437,0.49594,0.366176,33.3333333333333,47.2972972972973,6.30630630630631,5.40540540540541,2.7027027027027,4.5045045045045,0.45045045045045,0,259,0.291666666666667,0.0810810810810811,2,26.3662539862,1.1421512179
10.89,10.18242,3.39703,2.99744777055251,1.19908,0.50218,0.418803,33.3333333333333,47.2972972972973,6.30630630630631,5.40540540540541,2.7027027027027,4.5045045045045,0.45045045045045,0,259,0.291666666666667,0.0810810810810811,2,37.8646675559,1.377810293
7.36,8.26513,7.56832,1.09206930996575,0.776526,0.69568,0.895887,44.7154471544715,25.609756097561,0.813008130081301,21.9512195121951,4.8780487804878,1.6260162601626,0.40650406504065,0,629,0.714772727272727,0.109090909090909,4.5,20.8836821081,3.8812657608
0.91,8.0736,7.72553,1.04505451405923,1.24773,0.46696,0.374248,50.5098039215686,38.2352941176471,3.2156862745098,6.27450980392157,1.56862745098039,0.156862745098039,0.0392156862745098,0,3203,0.621700310559006,0.031055900621118,4,25.9447358141,0.7906040752
0.98,12.53675,9.92327,1.26336882902511,0.822046,0.68674,0.835404,45.8464773922187,20.9779179810726,10.1997896950578,20.1892744479495,2.52365930599369,0.210304942166141,0.0525762355415352,0,673.5,0.772362385321101,0.055045871559633,8,19.3815974755,1.7428822645
0.98,12.61571,9.97612,1.26459084293292,0.814264,0.68244,0.838107,45.8464773922187,20.9779179810726,10.1997896950578,20.1892744479495,2.52365930599369,0.210304942166141,0.0525762355415352,0,673.5,0.772362385321101,0.055045871559633,8,17.3214970026,1.6298592662
5.89,10.15444,9.29608,1.09233569418508,0.841398,0.65542,0.778966,56.198347107438,6.19834710743802,5.78512396694215,21.4876033057851,1.65289256198347,1.65289256198347,0.413223140495868,6.61157024793388,1029,0.945772058823529,0.0294117647058824,13,13.1642055151,0.3788771488
13.94,6.59381,2.41544,2.72985874209254,1.23521,0.47418,0.383888,35.4430379746835,44.9367088607595,6.32911392405063,0,2.53164556962025,7.59493670886076,3.16455696202532,0,370,0.367063492063492,0.0714285714285714,0,35.4819362272,1.4469971835
19.65,7.34992,2.92289,2.5146071182973,1.24502,0.51256,0.411689,39.2156862745098,30.3921568627451,1.96078431372549,19.6078431372549,3.92156862745098,3.92156862745098,0.980392156862745,0,393,0.6140625,0.1,5,34.8446922067,1.7114113944
7.83,11.08903,5.29062,2.09597929921257,1.16022,0.53342,0.459758,47.1042471042471,30.5019305019305,3.86100386100386,13.1274131274131,3.47490347490348,1.54440154440154,0.386100386100386,0,991,0.676912568306011,0.0737704918032787,3.77777777777778,23.9886607094,1.1452817174
8.87,9.16291,5.05851,1.81138517073209,1.13288,0.55022,0.485682,48.068669527897,33.0472103004292,4.29184549356223,10.3004291845494,2.14592274678112,1.71673819742489,0.429184549356223,0,883,0.656994047619048,0.0446428571428571,4.8,26.1611294106,3.0203522902
4.02,9.65178,7.32341,1.3179352241647,0.776963,0.64988,0.836436,31.3479623824451,42.4764890282132,0.313479623824451,20.0626959247649,5.01567398119122,0.626959247648903,0.156739811912226,0,130,0.325,0.16,4,25.5651768395,1.1677271095
2.76,15.15586,12.87664,1.17700424955578,0.674724,0.73982,1.09648,37.7906976744186,33.5755813953488,5.52325581395349,13.953488372093,4.36046511627907,4.65116279069767,0.145348837209302,0,145.5,0.559615384615385,0.115384615384615,3.2,18.2360876801,1.758499259
12.53,5.14273,2.5307,2.03213735330146,1.3829,0.4304,0.31123,48.2758620689655,31.6091954022989,5.74712643678161,10.3448275862069,1.14942528735632,2.29885057471264,0.574712643678161,0,679,0.673611111111111,0.0238095238095238,9,34.1746203868,0.9887371389
4.52,8.30519,2.99824,2.77002174609104,1.23229,0.45038,0.365483,36.6300366300366,46.7032967032967,9.15750915750916,0,2.1978021978022,5.12820512820513,0.183150183150183,0,436,0.363333333333333,0.06,0,22.989166934,0.6208125601
4.52,8.30958,4.2307,1.96411468551304,1.2323,0.45272,0.367377,36.6300366300366,46.7032967032967,9.15750915750916,0,2.1978021978022,5.12820512820513,0.183150183150183,0,436,0.363333333333333,0.06,0,28.4955088786,0.7008024535
1.47,7.69083,6.83162,1.12576958320281,0.959102,0.588,0.613074,39.1397849462366,45.3225806451613,2.04301075268817,11.9354838709677,1.29032258064516,0.21505376344086,0.0537634408602151,0,307.5,0.42239010989011,0.032967032967033,9.25,21.7056920671,1.4954859354
8.41,9.26697,3.88561,2.38494599303584,1.18378,0.48862,0.412763,41.2162162162162,41.554054054054,4.72972972972973,10.1351351351351,0.675675675675676,1.35135135135135,0.337837837837838,0,727,0.496584699453552,0.0163934426229508,15,27.6326771164,1.0325796955
8.51,9.37233,3.6293,2.58240707574463,1.16639,0.48922,0.419433,41.2162162162162,41.554054054054,4.72972972972973,10.1351351351351,0.675675675675676,1.35135135135135,0.337837837837838,0,727,0.496584699453552,0.0163934426229508,15,27.4357478627,1.074297632
8.52,9.37153,4.28623,2.18642723325627,1.15673,0.4878,0.421704,41.2162162162162,41.554054054054,4.72972972972973,10.1351351351351,0.675675675675676,1.35135135135135,0.337837837837838,0,727,0.496584699453552,0.0163934426229508,15,30.0981324441,0.9985001358
8.47,9.31773,4.33414,2.149845182666,1.175,0.4844,0.412255,41.2162162162162,41.554054054054,4.72972972972973,10.1351351351351,0.675675675675676,1.35135135135135,0.337837837837838,0,727,0.496584699453552,0.0163934426229508,15,26.7251903731,0.9793739256
8.1,7.5368,6.15411,1.22467749195253,1.04292,0.53348,0.511527,28.8888888888889,50.8333333333333,10.5555555555556,6.66666666666667,1.66666666666667,1.11111111111111,0.277777777777778,0,76,0.121794871794872,0.0576923076923077,4,24.8355470109,0.7340977383
22.08,8.55226,3.92271,2.18019175518965,1.08742,0.5359,0.492817,42.3076923076923,35.5769230769231,7.69230769230769,7.69230769230769,1.92307692307692,3.84615384615385,0.961538461538462,0,460,0.580808080808081,0.0454545454545455,4,29.1778661387,2.3406311661
1.95,12.21028,6.9244,1.7633701114898,1.02963,0.70652,0.686191,53.0465949820789,2.68817204301075,0.3584229390681,34.4086021505376,8.60215053763441,0.716845878136201,0.17921146953405,0,289.5,0.978040540540541,0.162162162162162,4,20.832207291,2.720690787
19.65,7.09714,2.84684,2.49298871731464,1.27837,0.4924,0.385177,39.2156862745098,30.3921568627451,1.96078431372549,19.6078431372549,3.92156862745098,3.92156862745098,0.980392156862745,0,393,0.6140625,0.1,5,38.0014119945,1.1951366879
19.65,6.5857,2.00872,3.2785554980286,1.27214,0.49554,0.389533,39.2156862745098,30.3921568627451,1.96078431372549,19.6078431372549,3.92156862745098,3.92156862745098,0.980392156862745,0,393,0.6140625,0.1,5,33.1752857711,1.2815256955
17.42,11.99213,5.73918,2.08951975717785,0.766855,0.68196,0.889295,49.1525423728814,33.0508474576271,3.38983050847458,6.77966101694915,1.69491525423729,5.08474576271187,0.847457627118644,0,463,0.665229885057471,0.0344827586206897,4,22.9666295739,2.5936623989
2.66,8.43875,6.54418,1.28950456741716,0.980239,0.62296,0.635519,43.6578171091445,30.5309734513274,14.4542772861357,0,3.53982300884956,7.66961651917404,0.147492625368732,0,386,0.652027027027027,0.0810810810810811,0,20.9400634976,1.9875661902
2.06,15.10802,6.31899,2.39089158235731,0.597309,0.6968,1.16656,58.9371980676328,1.81159420289855,29.2270531400966,2.89855072463768,6.52173913043478,0.483091787439614,0.120772946859903,0,481.5,0.986680327868853,0.110655737704918,0.444444444444444,21.497124571,4.6485639467
1.5,16.88453,9.83338,1.7170626986855,0.451985,0.81568,1.80466,74.4376278118609,1.53374233128834,7.56646216768916,11.6564417177914,4.29447852760736,0.408997955010225,0.102249488752556,0,721.5,0.991071428571429,0.0576923076923077,2.71428571428571,12.1300256555,0.776088046
1.5,16.94658,9.90814,1.71036945380263,0.449606,0.8172,1.81759,74.4376278118609,1.53374233128834,7.56646216768916,11.6564417177914,4.29447852760736,0.408997955010225,0.102249488752556,0,721.5,0.991071428571429,0.0576923076923077,2.71428571428571,12.1166526502,0.7695677381
2.58,17.58159,7.53543,2.33319001039091,0.628056,0.76552,1.21887,42.8985507246377,23.0434782608696,0.289855072463768,27.8260869565217,5.21739130434783,0.579710144927536,0.144927536231884,0,217.5,0.734797297297297,0.121621621621622,5.33333333333333,17.5575484579,1.3940783046
0.98,22.25656,6.75188,3.2963500536147,0.590622,0.7799,1.32047,43.3519553072626,22.2905027932961,0.111731843575419,28.6033519553073,5.36312849162011,0.223463687150838,0.0558659217877095,0,577.5,0.744201030927835,0.123711340206186,5.33333333333333,19.9145507341,1.3123765434
1.57,18.36166,8.13305,2.25765979552566,1.16357,0.74538,0.640596,15.5038759689922,7.55813953488372,0.387596899224806,55.8139534883721,18.6046511627907,0.775193798449612,0.193798449612403,1.16279069767442,243,0.759375,1.2,3,11.1136345549,0.237907946
4.7,7.54405,5.10953,1.47646652431828,1.69099,0.6215,0.367537,14.4444444444444,11.6666666666667,1.11111111111111,51.1111111111111,17.7777777777778,2.22222222222222,0.555555555555556,1.11111111111111,125,0.600961538461538,1.23076923076923,2.875,16.5246266087,0.328370351
3.6,10.13449,6.70995,1.5103674393997,1.03169,0.58034,0.562516,40.1294498381877,41.2621359223301,4.20711974110032,7.76699029126214,3.88349514563107,2.58899676375405,0.161812297734628,0,483,0.486895161290323,0.0967741935483871,2,25.6248422095,1.7669363307
19.45,11.12518,8.3188,1.33735394528057,0.45932,0.78148,1.70138,67.3469387755102,15.3061224489796,10.2040816326531,0,2.04081632653061,4.08163265306122,1.02040816326531,0,469,0.888257575757576,0.0303030303030303,0,13.8304336618,1.0398757605
19.45,11.12518,8.3188,1.33735394528057,0.45932,0.78148,1.70138,67.3469387755102,15.3061224489796,10.2040816326531,0,2.04081632653061,4.08163265306122,1.02040816326531,0,469,0.888257575757576,0.0303030303030303,0,13.7436867131,1.0938011022
4.48,11.82643,6.92723,1.7072379580294,0.843743,0.64162,0.760444,41.49377593361,35.4771784232365,17.8423236514523,0,4.149377593361,0.829875518672199,0.20746887966805,0,917,0.573125,0.1,0,21.2355138773,0.6713374883
