LCD (Å)-P,PLD (Å)-P,LCD/PLD,Density (g/cm3)-P,Porosity-P,PV (cm3/g)-P,C%-P,H%-P,N%-P,O%-P,Metal%-P,Halogen%-P,Metalloids%-P,Ametal%-P,TDU-P,DU-P,MP-P,OtoM-P,CO2_Qst,CO2 Uptake (mol/kg)-P-1 bar-Single
12.28992,10.80266,1.13767535033038,0.486743,0.81169749423,1.66761,39.4736842105263,31.5789473684211,2.63157894736842,23.6842105263158,2.63157894736842,0,0,0,289,0.602083333333333,0.0666666666666667,9,10.1654345899,0.8213730648
10.09727,6.71548,1.50358127788334,0.619123,0.75552198813,1.22031,47.6923076923077,27.6923076923077,5,16.5384615384615,3.07692307692308,0,0,0,353,0.711693548387097,0.0645161290322581,5.375,15.3224854431,1.729160659
9.07455,6.25208,1.45144495911761,0.958332,0.5929200084,0.6187,48.8888888888889,31.1111111111111,8.88888888888889,8.88888888888889,2.22222222222222,0,0,0,961,0.682528409090909,0.0454545454545455,4,18.3780443915,3.8425910937
7.49366,6.97186,1.07484372893317,1.17363,0.51935944212,0.442524,47.1428571428571,31.4285714285714,8.57142857142857,10,2.85714285714286,0,0,0,705,0.667613636363636,0.0606060606060606,3.5,18.1186216107,2.3747623148
7.13587,6.98688,1.02132425345791,0.99797,0.56480012353,0.565949,57.1428571428571,25.3968253968254,3.17460317460317,12.6984126984127,1.58730158730159,0,0,0,897,0.778645833333333,0.0277777777777778,8,17.1731228331,1.400992908
9.92745,9.47604,1.04763698760242,1.23324,0.51382081332,0.416643,34.4827586206897,41.3793103448276,13.7931034482759,0,3.44827586206897,6.89655172413793,0,0,253,0.401587301587302,0.1,0,11.1487530109,0.1670303967
9.58074,6.81794,1.40522503864804,0.915223,0.660940187349,0.722163,52.1739130434783,20.066889632107,4.0133779264214,18.7290969899666,5.01672240802676,0,0,0,505,0.809294871794872,0.0961538461538462,3.73333333333333,20.0446741243,3.3165343935
11.11769,7.9215,1.40348292621347,0.721226,0.690800359964,0.957814,51.219512195122,36.5853658536585,1.21951219512195,9.75609756097561,1.21951219512195,0,0,0,433,0.644345238095238,0.0238095238095238,8,16.4316941197,1.5487956445
11.18026,7.92302,1.41111091477745,0.716255,0.692400127225,0.966695,51.219512195122,36.5853658536585,1.21951219512195,9.75609756097561,1.21951219512195,0,0,0,433,0.644345238095238,0.0238095238095238,8,15.1636857401,1.3514136107
11.20582,7.94365,1.41066386358916,0.711005,0.695579746525,0.978305,51.219512195122,36.5853658536585,1.21951219512195,9.75609756097561,1.21951219512195,0,0,0,433,0.644345238095238,0.0238095238095238,8,15.9523046539,1.4819790614
11.2183,7.96317,1.40877313934024,0.708632,0.697100431464,0.983727,51.219512195122,36.5853658536585,1.21951219512195,9.75609756097561,1.21951219512195,0,0,0,433,0.644345238095238,0.0238095238095238,8,15.7623291778,1.4543933099
17.98452,9.34908,1.9236673555045,0.462491,0.84304246953,1.82283,48.75,30,0,16.25,5,0,0,0,217,0.69551282051282,0.102564102564103,3.25,11.8701812701,1.0918768928
7.62992,7.4417,1.02529260787186,1.05439,0.52033830183,0.493497,48.4848484848485,36.3636363636364,0,13.6363636363636,1.51515151515152,0,0,0,481,0.626302083333333,0.03125,9,25.8020940167,2.1152429695
7.58425,7.34351,1.03278268838743,1.02839,0.53770091023,0.522857,49.2307692307692,36.9230769230769,0,12.3076923076923,1.53846153846154,0,0,0,641,0.6259765625,0.03125,8,28.3871903471,2.3250068146
16.00873,11.92433,1.3425265822063,0.407008,0.8153591264,2.0033,77.0562770562771,0,6.92640692640693,12.1212121212121,3.8961038961039,0,0,0,357,1.00280898876405,0.050561797752809,3.11111111111111,10.3826177382,0.6098392268
8.1704,7.20937,1.13330290996301,1.26222,0.52706015652,0.417566,44.7761194029851,35.8208955223881,5.97014925373134,8.95522388059701,2.98507462686567,1.49253731343284,0,0,433,0.601388888888889,0.0666666666666667,3,20.5418996026,1.0608342025
9.0713,7.81201,1.16119923041573,0.831934,0.660279393912,0.793668,47.6190476190476,28.5714285714286,4.76190476190476,14.2857142857143,3.17460317460317,1.58730158730159,0,0,505,0.701388888888889,0.0666666666666667,4.5,19.7637694928,2.5969195632
19.91626,9.89289,2.0131892702739,0.41736,0.8493609888,2.03508,79.5180722891566,0,0,15.6626506024096,4.81927710843374,0,0,0,529,1.00189393939394,0.0606060606060606,3.25,12.2088618615,1.2357597853
12.81645,7.61421,1.68322780695568,0.845512,0.670319377064,0.792797,37.5,35,22.5,0,5,0,0,0,257,0.535416666666667,0.133333333333333,0,15.2511542986,0.7654743534
12.70409,7.66091,1.65830038468015,0.903763,0.569679776946,0.630342,52.6315789473684,38.0566801619433,3.23886639676113,4.8582995951417,1.21457489878543,0,0,0,1495,0.638888888888889,0.0230769230769231,4,18.8028300804,1.1196898165
7.22845,6.88703,1.04957434481917,0.852646,0.653779962836,0.766766,41.1764705882353,35.2941176470588,5.88235294117647,14.7058823529412,2.94117647058824,0,0,0,385,0.572916666666667,0.0714285714285714,5,16.6810217901,1.7683415668
9.6105,7.62711,1.26004476138406,0.76077,0.73176031836,0.961868,40,26.6666666666667,17.7777777777778,13.3333333333333,2.22222222222222,0,0,0,289,0.668981481481482,0.0555555555555556,6,12.8345575943,1.2063278804
7.93316,7.38007,1.07494373359602,0.929526,0.593759829702,0.638777,56.25,33.3333333333333,0,8.33333333333333,2.08333333333333,0,0,0,913,0.704475308641975,0.037037037037037,4,17.2745570238,2.7333083726
13.82867,6.69871,2.06437806682182,0.62333,0.7802595608,1.25176,50.6024096385542,25.3012048192771,3.6144578313253,15.6626506024096,4.81927710843374,0,0,0,757,0.750992063492063,0.0952380952380952,3.25,14.4688196914,1.5460149155
14.49918,6.34714,2.28436429636025,0.787733,0.730839771808,0.927776,36,24,30,6,4,0,0,0,577,0.667824074074074,0.111111111111111,1.5,16.2103748965,1.3252260934
7.6142,7.17997,1.0604779685709,1.27683,0.63756080073,0.499331,33.8028169014084,22.5352112676056,28.169014084507,0,7.04225352112676,8.45070422535211,0,0,257,0.669270833333333,0.208333333333333,0,18.281785689,1.2290497587
20.61655,7.95615,2.5912721605299,0.818682,0.70585943358,0.86219,34.4827586206897,48.2758620689655,13.7931034482759,0,3.44827586206897,0,0,0,145,0.302083333333333,0.1,0,10.5391301441,0.3150845122
20.68703,7.65391,2.70280549418532,0.945473,0.707400062181,0.748197,28.5714285714286,19.047619047619,28.5714285714286,19.047619047619,4.76190476190476,0,0,0,193,0.670138888888889,0.166666666666667,4,16.6753978492,0.7027249196
7.96763,6.29526,1.26565542964071,0.984025,0.6213999792,0.631488,52.3529411764706,28.8235294117647,0,15.2941176470588,3.52941176470588,0,0,0,517,0.726123595505618,0.0674157303370786,4.33333333333333,23.9207816954,3.2039894182
6.38967,6.06317,1.05384971887643,1.08724,0.56760125268,0.522057,53.030303030303,28.7878787878788,0,15.1515151515152,3.03030303030303,0,0,0,613,0.729761904761905,0.0571428571428571,5,26.8866427768,3.1939914329
25.73634,12.0883,2.12902889570907,0.289452,0.8818589358,3.04665,60.6060606060606,24.2424242424242,0,12.1212121212121,3.03030303030303,0,0,0,1537,0.800520833333333,0.05,4,14.0584607848,1.4030013713
7.25835,7.14144,1.01637064793655,0.939305,0.607039945825,0.646265,47.0588235294118,17.6470588235294,0,29.4117647058824,5.88235294117647,0,0,0,417,0.814453125,0.125,5,17.6069350385,4.4469042506
9.53782,8.62412,1.10594704155323,1.74853,0.44093904981,0.252177,45.9016393442623,32.7868852459016,11.4754098360656,5.46448087431694,4.37158469945355,0,0,0,865,0.64360119047619,0.0952380952380952,1.25,10.8633301792,0.0944286357
9.54986,8.40181,1.13664317569667,0.636007,0.75483854788,1.18684,50,28.5714285714286,0,17.8571428571429,3.57142857142857,0,0,0,641,0.715401785714286,0.0714285714285714,5,12.8838292601,0.9630360463
8.47502,6.8337,1.2401802830092,0.827108,0.661939495048,0.800306,47.4358974358974,30.7692307692308,7.69230769230769,11.5384615384615,2.56410256410256,0,0,0,601,0.676801801801802,0.0540540540540541,4.5,15.9619819146,1.8364470759
8.41357,6.66441,1.26246284367258,1.22173,0.57620085471,0.471627,34.7826086956522,17.3913043478261,0,30.4347826086957,17.3913043478261,0,0,0,769,0.7509765625,0.5,1.75,24.8257988053,2.4132604393
8.17644,6.62352,1.2344553953185,0.938003,0.638720010808,0.680936,50,28.5714285714286,0,17.8571428571429,3.57142857142857,0,0,0,641,0.715401785714286,0.0714285714285714,5,17.5239902308,1.7868086698
9.34267,6.30544,1.48168406962876,1.26616,0.56642174064,0.447354,49.5238095238095,30.4761904761905,3.80952380952381,11.4285714285714,3.80952380952381,0.952380952380952,0,0,865,0.693108974358974,0.0769230769230769,3,37.4687592762,4.4766617264
9.50457,7.47617,1.27131539277464,1.14708,0.59034242784,0.514648,50.7317073170732,29.7560975609756,3.90243902439024,11.7073170731707,2.92682926829268,0.975609756097561,0,0,1177,0.707331730769231,0.0576923076923077,4,25.7435923304,2.1474533407
9.66573,7.84651,1.23185084833894,0.868335,0.66509945658,0.765948,46.5753424657534,30.1369863013699,13.6986301369863,5.47945205479452,2.73972602739726,1.36986301369863,0,0,1105,0.677083333333333,0.0588235294117647,2,14.888668906,0.5658449342
28.4313,15.94268,1.78334508376258,0.251735,0.90284002545,3.58647,45.7142857142857,28.5714285714286,11.4285714285714,11.4285714285714,2.85714285714286,0,0,0,529,0.688802083333333,0.0625,4,9.2087117864,0.8625045097
12.58481,12.05658,1.04381259030339,0.731181,0.707960153802,0.968242,49.438202247191,35.9550561797753,0,11.2359550561798,3.37078651685393,0,0,0,281,0.638636363636364,0.0681818181818182,3.33333333333333,17.7572345455,1.5563008988
6.64171,6.15645,1.07882139869568,1.71861,0.42112131996,0.245036,51.1627906976744,37.2093023255814,0,9.30232558139535,2.32558139534884,0,0,0,1009,0.63699494949495,0.0454545454545455,4,21.4873066093,1.6796601427
15.06078,7.93089,1.89900250791525,0.625421,0.80756235783,1.29123,45.2830188679245,22.6415094339623,0,24.5283018867925,7.54716981132075,0,0,0,433,0.751736111111111,0.166666666666667,3.25,10.9662270718,0.7426219803
14.99085,7.90574,1.89619820535459,0.588633,0.81505656978,1.38466,58.5365853658537,0,0,31.7073170731707,9.75609756097561,0,0,0,193,1.00520833333333,0.166666666666667,3.25,10.3057962616,0.6672002291
9.00136,6.56741,1.37061033192689,0.85431,0.69344000976,0.811696,35.2941176470588,35.2941176470588,23.5294117647059,0,5.88235294117647,0,0,0,385,0.501302083333333,0.166666666666667,0,20.1732111784,1.5925104551
8.1361,7.97253,1.02051669921593,0.812993,0.72031992793,0.88601,51.6129032258064,19.3548387096774,0,25.8064516129032,3.2258064516129,0,0,0,625,0.813802083333333,0.0625,8,15.4235226437,3.1059178189
17.08856,6.68763,2.55524901945831,0.730611,0.74552277051,1.02041,44.7761194029851,17.910447761194,14.9253731343284,17.910447761194,4.47761194029851,0,0,0,385,0.802083333333333,0.1,4,18.5511515865,2.9692540985
13.18966,11.41854,1.15510914705383,0.53853,0.7811593062,1.45054,46.1538461538462,35.8974358974359,2.56410256410256,12.8205128205128,2.56410256410256,0,0,0,705,0.611979166666667,0.0555555555555556,5,13.7775729542,1.248899449
14.94533,6.6168,2.25869453512272,0.724529,0.76639953091,1.05779,45.2830188679245,0,22.6415094339623,24.5283018867925,7.54716981132075,0,0,0,193,1.00520833333333,0.166666666666667,3.25,12.7563979479,0.9088134392
14.93193,6.64454,2.24724811649866,0.725367,0.76394201706,1.05318,45.2830188679245,0,22.6415094339623,24.5283018867925,7.54716981132075,0,0,0,193,1.00520833333333,0.166666666666667,3.25,12.9038112202,0.9363682994
14.90065,7.96564,1.87061554376045,0.59591,0.8167780824,1.37064,58.5365853658537,0,0,31.7073170731707,9.75609756097561,0,0,0,193,1.00520833333333,0.166666666666667,3.25,10.5297284386,0.7225578315
14.85536,7.83508,1.8960061671355,0.598797,0.81180106884,1.35572,58.5365853658537,0,0,31.7073170731707,9.75609756097561,0,0,0,193,1.00520833333333,0.166666666666667,3.25,10.5486543105,0.7223485731
7.91812,7.59572,1.04244495584355,1.47122,0.52175934568,0.354644,32,32,20,12,4,0,0,0,257,0.501953125,0.125,3,16.4419019463,0.5399008317
8.36432,6.01361,1.3908983123282,0.828261,0.637180359039,0.769299,34.7826086956522,45.6521739130435,4.34782608695652,13.0434782608696,2.17391304347826,0,0,0,265,0.345052083333333,0.0625,6,16.165823186,1.2489874141
10.43233,10.13923,1.02890752059081,1.15521,0.52461898293,0.454133,40.8450704225352,33.8028169014084,4.22535211267606,16.9014084507042,4.22535211267606,0,0,0,1089,0.586745689655172,0.103448275862069,4,27.4256814422,1.1517863627
10.65363,7.1369,1.49275315613221,0.649476,0.7611209244,1.1719,40.9638554216867,38.5542168674699,9.63855421686747,6.02409638554217,4.81927710843374,0,0,0,325,0.531045751633987,0.117647058823529,1.25,18.1467679918,1.5488196432
9.73318,7.8821,1.23484604356707,1.21995,0.610121394,0.50012,31.0344827586207,27.5862068965517,13.7931034482759,0,3.44827586206897,20.6896551724138,0,3.44827586206897,181,0.558641975308642,0.111111111111111,0,46.4769864961,5.3674622154
8.71603,7.84484,1.11105261547718,1.20093,0.61664032617,0.513469,31.0344827586207,27.5862068965517,13.7931034482759,0,3.44827586206897,20.6896551724138,0,3.44827586206897,181,0.558641975308642,0.111111111111111,0,40.6014663302,5.9307830476
10.40678,8.17174,1.27350845719516,1.3326,0.5396403678,0.404953,34.2105263157895,34.2105263157895,10.5263157894737,0,2.63157894736842,15.7894736842105,0,2.63157894736842,235,0.502136752136752,0.0769230769230769,0,20.8993385106,2.5645877366
8.97022,6.86873,1.30595029940033,1.33777,0.54703957063,0.408919,33.3333333333333,29.6296296296296,14.8148148148148,0,3.7037037037037,14.8148148148148,3.7037037037037,0,271,0.55761316872428,0.111111111111111,0,39.0831683969,4.119219072
12.94916,9.87431,1.31139897370044,0.674211,0.72247776549,1.07159,44.1860465116279,35.4651162790698,6.3953488372093,12.2093023255814,1.74418604651163,0,0,0,365,0.600328947368421,0.0394736842105263,7,15.194343516,0.912444332
16.11759,10.13892,1.58967523168148,0.653403,0.68325698307,1.04569,42.3756019261637,46.2279293739968,0,7.70465489566613,1.92616372391653,0.481540930979133,1.28410914927769,0,961,0.455018939393939,0.0454545454545455,4,16.1271549795,0.9186271534
23.86752,15.77824,1.51268582554201,0.300882,0.87213957402,2.89861,56.8181818181818,25,0,15.9090909090909,2.27272727272727,0,0,0,313,0.7825,0.04,7,9.5633267026,0.890780181
10.68963,6.6139,1.61623701598149,0.487416,0.85074076056,1.74541,46.1538461538462,15.3846153846154,0,30.7692307692308,7.69230769230769,0,0,0,361,0.835648148148148,0.166666666666667,4,14.0678446421,1.5662786868
8.61703,7.29155,1.18178302281408,0.593101,0.74253872796,1.25196,38.7096774193548,32.258064516129,0,25.8064516129032,3.2258064516129,0,0,0,169,0.586805555555556,0.0833333333333333,8,21.8903035503,4.3342536698
10.01104,9.82853,1.01856940966757,1.0723,0.568018756,0.52972,34.375,46.875,6.25,6.25,3.125,3.125,0,0,253,0.319444444444444,0.0909090909090909,2,17.560926128,0.82679398
10.05322,9.92366,1.01305566696158,1.22593,0.5567806281,0.45417,34.375,46.875,6.25,6.25,3.125,3.125,0,0,253,0.319444444444444,0.0909090909090909,2,16.9694561401,0.6986385914
9.98996,9.85493,1.01370177160061,1.06849,0.56779879147,0.531403,34.375,46.875,6.25,6.25,3.125,3.125,0,0,253,0.319444444444444,0.0909090909090909,2,17.6056586731,0.8125449736
10.05981,9.93045,1.01302660000302,1.22363,0.56024144276,0.457852,34.375,46.875,6.25,6.25,3.125,3.125,0,0,253,0.319444444444444,0.0909090909090909,2,16.7420237024,0.695940088
10.18242,10.00016,1.01822570838867,1.06845,0.5678427108,0.531464,34.375,46.875,6.25,6.25,3.125,3.125,0,0,253,0.319444444444444,0.0909090909090909,2,17.0322350124,0.8121640684
8.26513,7.56833,1.09206786701954,0.719368,0.725842312,1.009,47.2222222222222,22.2222222222222,0,25,5.55555555555556,0,0,0,625,0.76593137254902,0.117647058823529,4.5,18.7269139377,3.5818869237
8.0736,7.72553,1.04505451405923,1.23633,0.47414,0.383506021855006,50.7936507936508,38.0952380952381,3.17460317460317,6.34920634920635,1.58730158730159,0,0,0,3201,0.6251953125,0.03125,4,25.8303192286,0.7385783673
12.53675,9.92327,1.26336882902511,0.813954,0.686780199132,0.843758,46.1538461538462,20.5128205128205,10.2564102564103,20.5128205128205,2.56410256410256,0,0,0,673,0.778935185185185,0.0555555555555556,8,17.412269766,1.7159737729
12.61571,9.97612,1.26459084293292,0.806249,0.690460356114,0.856386,46.1538461538462,20.5128205128205,10.2564102564103,20.5128205128205,2.56410256410256,0,0,0,673,0.778935185185185,0.0555555555555556,8,17.2367097502,1.6136273885
10.13028,9.27874,1.09177323645236,0.791834,0.678400612164,0.856746,60.377358490566,0,5.66037735849057,24.5283018867925,1.88679245283019,0,0,7.54716981132075,1025,1.0009765625,0.03125,13,8.9887307139,0.2438728834
6.59381,6.03024,1.0934573084985,1.063,0.558582051,0.525477,37.5,43.75,6.25,0,3.125,6.25,3.125,0,361,0.417824074074074,0.0833333333333333,0,21.2599438805,3.3198869996
7.67822,7.19096,1.06776007654055,1.00037,0.63211879745,0.631885,44.4444444444444,22.2222222222222,0,27.7777777777778,5.55555555555556,0,0,0,385,0.751953125,0.125,5,16.4450047894,2.6821132897
11.08903,10.05053,1.10332788420113,1.06941,0.57504100638,0.537718,49.7816593886463,27.9475982532751,3.49344978165939,14.8471615720524,3.93013100436681,0,0,0,985,0.720029239766082,0.0789473684210526,3.77777777777778,20.2365190406,0.746348839
9.60422,8.81261,1.08982696386201,1.03234,0.60639858068,0.587402,51.2315270935961,30.5418719211823,3.94088669950739,11.8226600985222,2.46305418719212,0,0,0,877,0.702724358974359,0.0480769230769231,4.8,25.5687666587,2.5821985423
9.65178,7.32341,1.3179352241647,0.745692,0.668720180376,0.896778,31.5789473684211,42.1052631578947,0,21.0526315789474,5.26315789473684,0,0,0,129,0.3359375,0.166666666666667,4,14.2963253199,0.8723895674
12.28364,10.76754,1.14080282032851,0.786428,0.71936,0.914718194163992,38.2978723404255,32.8267477203647,5.47112462006079,14.5896656534954,4.55927051671733,4.25531914893617,0,0,145,0.575396825396825,0.119047619047619,3.2,17.1135573331,1.6129614749
7.13262,6.6479,1.072913250801,1.20964,0.51916055304,0.429186,52.7777777777778,27.7777777777778,5.55555555555556,12.5,1.38888888888889,0,0,0,673,0.737938596491228,0.0263157894736842,9,19.3104768163,2.2256290291
8.30519,7.71737,1.07616843561991,1.17663,0.47866014378,0.406806,37.2093023255814,46.5116279069767,9.30232558139535,0,2.32558139534884,4.65116279069767,0,0,433,0.375868055555556,0.0625,0,15.7003750225,0.5494337229
8.30957,7.74481,1.072921091673,1.17665,0.4791812993,0.407242,37.2093023255814,46.5116279069767,9.30232558139535,0,2.32558139534884,4.65116279069767,0,0,433,0.375868055555556,0.0625,0,15.7573602051,0.5487117177
7.69041,6.83161,1.12570975216677,0.965327,0.593620116034,0.614942,39.344262295082,45.2459016393443,1.9672131147541,12.1311475409836,1.31147540983607,0,0,0,307,0.426388888888889,0.0333333333333333,9.25,19.3032692836,1.4295062578
9.26697,7.05891,1.31280466814282,1.08419,0.53527869747,0.493713,42.8571428571429,40.6015037593985,4.51127819548872,11.2781954887218,0.75187969924812,0,0,0,721,0.527046783625731,0.0175438596491228,15,16.4710505056,0.4828239532
9.37233,7.1076,1.3186349822725,1.06713,0.53538018813,0.501701,42.8571428571429,40.6015037593985,4.51127819548872,11.2781954887218,0.75187969924812,0,0,0,721,0.527046783625731,0.0175438596491228,15,16.4176895309,0.4836034774
9.37153,7.19131,1.30317424780742,1.05818,0.53381900642,0.504469,42.8571428571429,40.6015037593985,4.51127819548872,11.2781954887218,0.75187969924812,0,0,0,721,0.527046783625731,0.0175438596491228,15,16.2728922016,0.4649872121
9.31772,7.1011,1.31215163847855,1.07553,0.53151832176,0.494192,42.8571428571429,40.6015037593985,4.51127819548872,11.2781954887218,0.75187969924812,0,0,0,721,0.527046783625731,0.0175438596491228,15,16.4151855637,0.4769377357
7.53679,6.15411,1.2246758670222,0.958391,0.577959609332,0.603052,29.0909090909091,50.9090909090909,10.9090909090909,7.27272727272727,1.81818181818182,0,0,0,73,0.126736111111111,0.0625,4,15.9629729078,0.5864366754
8.55224,6.29163,1.35930434561473,0.84726,0.65848030488,0.777188,48.6486486486487,29.7297297297297,8.10810810810811,10.8108108108108,2.7027027027027,0,0,0,451,0.695987654320988,0.0555555555555556,4,15.9411006633,1.9380213472
12.18175,6.89918,1.76568084902844,1.00958,0.71556203576,0.708772,54.5454545454545,0,0,36.3636363636364,9.09090909090909,0,0,0,289,1.00347222222222,0.166666666666667,4,20.5181910271,2.6790147002
7.09586,6.6744,1.06314575092892,1.02717,0.62155802889,0.605117,44.4444444444444,22.2222222222222,0,27.7777777777778,5.55555555555556,0,0,0,385,0.751953125,0.125,5,16.8313456047,2.7250479306
6.5857,6.11142,1.07760553193857,1.02216,0.62317824288,0.609668,44.4444444444444,22.2222222222222,0,27.7777777777778,5.55555555555556,0,0,0,385,0.751953125,0.125,5,17.1271834246,2.8872649989
11.99213,10.80136,1.11024259908012,0.633254,0.75060229874,1.18531,56.8181818181818,27.2727272727273,2.27272727272727,9.09090909090909,2.27272727272727,2.27272727272727,0,0,457,0.761666666666667,0.04,4,20.0066239124,1.9106935599
8.43875,6.54418,1.28950456741716,0.954156,0.63989995062,0.670645,44.4444444444444,29.6296296296296,14.8148148148148,0,3.7037037037037,7.40740740740741,0,0,385,0.668402777777778,0.0833333333333333,0,17.2258042978,1.790849427
15.08746,6.30074,2.39455365560236,0.585012,0.70522026576,1.20548,60.1503759398496,0,30.0751879699248,3.00751879699248,6.76691729323308,0,0,0,481,1.00208333333333,0.1125,0.444444444444444,21.0453256171,4.5835616474
16.89389,9.82936,1.71871719013242,0.450092,0.81761912352,1.81656,75.9493670886076,0,7.59493670886076,12.0253164556962,4.43037974683544,0,0,0,721,1.00138888888889,0.0583333333333333,2.71428571428571,12.1225055621,0.7826201248
16.95194,9.88495,1.714924202955,0.447722,0.81913873954,1.82957,75.9493670886076,0,7.59493670886076,12.0253164556962,4.43037974683544,0,0,0,721,1.00138888888889,0.0583333333333333,2.71428571428571,11.990801002,0.7701168656
22.42884,7.53543,2.97645124432182,0.611877,0.77049999348,1.25924,43.6363636363636,21.8181818181818,0,29.0909090909091,5.45454545454545,0,0,0,217,0.753472222222222,0.125,5.33333333333333,16.7907854005,1.2626079549
22.25656,6.75183,3.29637446440447,0.584824,0.78500340696,1.34229,43.6363636363636,21.8181818181818,0,29.0909090909091,5.45454545454545,0,0,0,577,0.751302083333333,0.125,5.33333333333333,19.6243713443,1.3151503272
18.36166,8.13305,2.25765979552566,1.14529,0.75877867609,0.662521,14.8148148148148,4.93827160493827,0,59.2592592592593,19.7530864197531,0,0,1.23456790123457,241,0.836805555555556,1.33333333333333,3,10.0826839824,0.2214776402
7.54405,6.25784,1.20553577592268,1.61149,0.66117984359,0.410291,12,4,0,61.3333333333333,21.3333333333333,0,0,1.33333333333333,121,0.840277777777778,1.77777777777778,2.875,10.6778866739,0.2295305859
10.13449,6.70995,1.5103674393997,0.99458,0.59600007584,0.599248,40.8163265306122,40.8163265306122,4.08163265306122,8.16326530612245,4.08163265306122,2.04081632653061,0,0,481,0.501041666666667,0.1,2,23.8182512203,1.5099263192
11.10695,8.30439,1.33747933322014,0.369962,0.82868158342,2.23991,85.2941176470588,0,11.7647058823529,0,2.94117647058824,0,0,0,465,1.00215517241379,0.0344827586206897,0,7.6273745602,0.6445972724
11.10695,8.30439,1.33747933322014,0.369962,0.82868158342,2.23991,85.2941176470588,0,11.7647058823529,0,2.94117647058824,0,0,0,465,1.00215517241379,0.0344827586206897,0,7.6227299031,0.6337839663
11.82643,6.93782,1.70463200255988,0.805938,0.661099658268,0.820286,42.4778761061947,34.5132743362832,18.5840707964602,0,4.42477876106195,0,0,0,913,0.594401041666667,0.104166666666667,0,13.0332239396,0.5004361253
15.13466,14.55499,1.03982620393418,1.04647,0.70154,0.670387110953969,37.8947368421053,0,0,50.5263157894737,9.47368421052632,2.10526315789474,0,0,577,1.00173611111111,0.25,5.33333333333333,12.4267959775,0.3918401466
8.22352,7.54659,1.08970011621143,0.859062,0.61974021273,0.721415,28.5714285714286,50.7936507936508,9.52380952380952,9.52380952380952,1.58730158730159,0,0,0,73,0.112654320987654,0.0555555555555556,6,20.3123805815,1.0039636134
11.26671,8.57778,1.31347621412533,0.544352,0.79653939456,1.46328,50.4950495049505,29.7029702970297,2.97029702970297,12.8712871287129,3.96039603960396,0,0,0,577,0.707107843137255,0.0784313725490196,3.25,11.6410289378,1.022953441
14.2494,13.49426,1.0559600896974,0.64139,0.7244179355,1.12945,55.5555555555556,33.3333333333333,0,8.64197530864197,2.46913580246914,0,0,0,757,0.700925925925926,0.0444444444444444,3.5,16.1971930776,1.1229826625
9.92059,7.48583,1.32524917076664,1.01105,0.5709581339,0.564718,51.1363636363636,30.6818181818182,0,13.0681818181818,5.11363636363636,0,0,0,1009,0.700694444444444,0.1,2.55555555555556,27.4346218689,2.8473148078
10.25461,9.82723,1.04348936577245,1.07189,0.57702089669,0.538321,43.4782608695652,34.7826086956522,2.89855072463768,14.4927536231884,4.34782608695652,0,0,0,577,0.601041666666667,0.1,3.33333333333333,15.0697195358,0.7322329383
10.34811,9.92334,1.04280514423571,1.06947,0.57719723688,0.539704,43.4782608695652,34.7826086956522,2.89855072463768,14.4927536231884,4.34782608695652,0,0,0,577,0.601041666666667,0.1,3.33333333333333,14.932098171,0.7016343498
10.26924,9.82936,1.04475164201942,1.05391,0.58482203637,0.554907,43.4782608695652,34.7826086956522,2.89855072463768,14.4927536231884,4.34782608695652,0,0,0,577,0.601041666666667,0.1,3.33333333333333,15.792977641,0.8064648554
10.26038,9.65671,1.06251300908902,1.06872,0.57700085928,0.539899,43.4782608695652,34.7826086956522,2.89855072463768,14.4927536231884,4.34782608695652,0,0,0,577,0.601041666666667,0.1,3.33333333333333,15.0599409804,0.6899779433
10.30861,9.87262,1.04416152956358,1.07331,0.57201949119,0.532949,43.4782608695652,34.7826086956522,2.89855072463768,14.4927536231884,4.34782608695652,0,0,0,577,0.601041666666667,0.1,3.33333333333333,15.1264511112,0.7131656429
18.70351,9.17861,2.03772793483981,0.606595,0.80011700285,1.31903,41.2371134020619,16.4948453608247,18.5567010309278,18.5567010309278,5.15463917525773,0,0,0,257,0.803125,0.125,3.6,15.7421583364,1.3508094821
10.4802,10.40029,1.0076834395964,1.13896,0.5384604244,0.472765,60.7594936708861,0,7.59493670886076,22.7848101265823,1.26582278481013,0,0,7.59493670886076,2161,1.00046296296296,0.0208333333333333,18,15.1809931676,0.4013308759
10.80404,7.2053,1.49945734389963,1.04826,0.66784015644,0.637094,45.5696202531646,10.126582278481,5.06329113924051,31.6455696202532,7.59493670886076,0,0,0,1025,0.889756944444444,0.166666666666667,4.16666666666667,28.2890812816,3.7977471364
10.0327,6.78751,1.47811200278158,0.739265,0.702320231625,0.950025,47.7272727272727,30.6818181818182,3.40909090909091,14.7727272727273,3.40909090909091,0,0,0,229,0.681547619047619,0.0714285714285714,4.33333333333333,15.6133471384,1.7127904259
11.63879,7.86809,1.47923956131666,0.594628,0.75427967172,1.26849,50.8928571428571,32.1428571428571,2.67857142857143,11.6071428571429,2.67857142857143,0,0,0,313,0.68640350877193,0.0526315789473684,4.33333333333333,13.3290126666,1.3524199629
6.26067,6.06764,1.03181302779994,1.40557,0.43264006828,0.307804,45.7627118644068,35.5932203389831,8.47457627118644,8.47457627118644,1.69491525423729,0,0,0,1189,0.611625514403292,0.037037037037037,5,16.01437065,0.2482275711
